numnodes = 128
[(31, 36), (65, 80), (58, 34), (6, 93), (63, 41), (96, 88), (49, 43), (46, 69), (22, 14), (62, 27), (114, 56), (71, 33), (127, 17), (66, 21), (93, 50), (60, 101), (44, 8), (123, 11), (97, 34), (20, 48), (100, 117), (62, 82), (120, 74), (12, 45), (55, 16)]
[(109, 75), (34, 60), (32, 86), (4, 65), (94, 68), (101, 59), (28, 54), (19, 113), (82, 122), (27, 19), (11, 80), (12, 49), (12, 14), (89, 34), (46, 118), (92, 78), (121, 113), (28, 115), (84, 7), (10, 63), (27, 20), (19, 75), (10, 57), (24, 4), (1, 42)]
[(31, 99), (91, 40), (40, 105), (68, 76), (0, 102), (91, 113), (124, 56), (65, 16), (61, 32), (14, 32), (126, 42), (103, 48), (36, 41), (62, 98), (1, 21), (109, 49), (117, 121), (121, 80), (77, 62), (45, 43), (49, 92), (127, 50), (91, 30), (45, 91), (7, 29)]
[(6, 97), (112, 73), (51, 109), (53, 27), (72, 60), (101, 91), (32, 74), (64, 100), (55, 104), (114, 40), (100, 79), (1, 7), (91, 30), (25, 71), (52, 30), (49, 26), (30, 11), (22, 29), (75, 43), (115, 89), (40, 89), (25, 96), (80, 69), (14, 52), (32, 52)]
[(38, 46), (9, 115), (19, 49), (62, 16), (101, 99), (67, 77), (45, 9), (8, 75), (77, 66), (94, 79), (24, 109), (30, 74), (66, 118), (86, 57), (47, 20), (14, 44), (50, 78), (34, 48), (69, 20), (13, 89), (73, 25), (59, 64), (98, 36), (102, 9), (74, 27)]
[(113, 11), (103, 105), (103, 83), (93, 78), (17, 107), (65, 44), (112, 34), (112, 125), (3, 15), (124, 0), (50, 4), (60, 94), (101, 67), (98, 8), (54, 48), (113, 22), (82, 51), (39, 52), (64, 121), (23, 46), (30, 17), (65, 6), (35, 10), (118, 89), (116, 126)]
[(47, 59), (11, 100), (75, 115), (126, 52), (72, 109), (48, 56), (111, 67), (122, 127), (55, 81), (68, 51), (33, 32), (120, 63), (37, 55), (61, 34), (71, 115), (123, 99), (54, 88), (38, 124), (84, 1), (18, 27), (60, 112), (119, 89), (123, 101), (78, 23), (117, 32)]
[(29, 102), (30, 119), (103, 72), (19, 66), (23, 2), (112, 121), (63, 42), (119, 60), (70, 1), (103, 100), (69, 98), (14, 21), (120, 33), (101, 24), (23, 91), (103, 106), (67, 6), (127, 106), (95, 117), (65, 100), (27, 90), (97, 74), (63, 51), (120, 111), (86, 92)]
[(118, 86), (110, 46), (55, 114), (3, 118), (51, 118), (90, 48), (78, 27), (80, 15), (106, 102), (88, 42), (82, 24), (109, 125), (17, 81), (95, 1), (57, 91), (92, 91), (84, 55), (78, 7), (51, 102), (53, 32), (56, 85), (44, 105), (18, 4), (46, 90), (106, 86)]
[(68, 33), (1, 127), (10, 65), (105, 56), (52, 32), (74, 24), (25, 7), (42, 34), (54, 102), (126, 80), (21, 69), (62, 82), (19, 29), (107, 72), (98, 46), (36, 5), (124, 50), (90, 20), (10, 120), (42, 120), (99, 15), (99, 41), (120, 66), (110, 71), (41, 13)]
[(10, 40), (16, 80), (19, 124), (21, 31), (83, 10), (69, 103), (49, 30), (22, 127), (40, 123), (42, 101), (27, 37), (64, 52), (114, 115), (88, 111), (96, 85), (65, 27), (98, 0), (29, 97), (46, 14), (82, 85), (74, 45), (118, 123), (84, 77), (54, 98), (59, 117)]
[(67, 90), (38, 42), (34, 12), (0, 20), (67, 95), (53, 5), (34, 81), (58, 88), (64, 87), (36, 16), (60, 107), (79, 74), (11, 108), (61, 124), (8, 96), (92, 117), (45, 90), (102, 5), (115, 123), (24, 32), (105, 41), (83, 13), (34, 22), (75, 84), (108, 6)]
[(119, 123), (49, 20), (50, 118), (17, 34), (95, 50), (85, 124), (44, 23), (20, 123), (116, 40), (24, 108), (96, 76), (15, 81), (43, 64), (58, 93), (81, 74), (100, 89), (29, 81), (46, 110), (27, 3), (102, 18), (6, 69), (44, 108), (37, 88), (73, 30), (69, 127)]
[(53, 111), (83, 86), (61, 77), (112, 28), (75, 90), (104, 88), (65, 50), (41, 58), (81, 35), (114, 91), (54, 79), (71, 116), (116, 28), (119, 35), (4, 77), (54, 44), (122, 116), (56, 46), (43, 113), (105, 46), (118, 125), (127, 6), (98, 24), (111, 18), (81, 31)]
[(29, 58), (108, 18), (93, 101), (55, 107), (115, 9), (34, 73), (35, 0), (19, 36), (96, 83), (42, 48), (62, 91), (38, 49), (76, 28), (10, 14), (31, 84), (7, 70), (65, 107), (31, 121), (52, 49), (85, 43), (21, 26), (98, 119), (62, 30), (3, 48), (29, 9)]
[(60, 81), (100, 60), (104, 59), (108, 3), (8, 82), (101, 20), (38, 117), (28, 126), (21, 85), (59, 50), (69, 3), (108, 100), (120, 52), (53, 49), (48, 71), (10, 93), (43, 3), (124, 65), (8, 40), (41, 89), (48, 39), (114, 109), (19, 70), (32, 101), (66, 24)]
[(22, 4), (94, 85), (49, 17), (110, 47), (7, 95), (118, 106), (117, 68), (47, 87), (39, 44), (109, 6), (7, 66), (33, 105), (93, 11), (75, 23), (106, 91), (48, 22), (121, 92), (17, 18), (87, 57), (103, 48), (4, 16), (60, 11), (94, 66), (39, 49), (20, 45)]
[(126, 100), (0, 108), (24, 35), (30, 36), (76, 105), (43, 114), (49, 52), (112, 54), (52, 25), (67, 112), (71, 65), (46, 99), (68, 2), (62, 51), (106, 5), (6, 39), (13, 4), (48, 41), (74, 46), (87, 8), (74, 10), (101, 120), (87, 54), (11, 23), (116, 40)]
[(51, 83), (70, 30), (88, 6), (82, 10), (49, 88), (49, 106), (39, 27), (116, 11), (5, 29), (0, 21), (15, 43), (87, 11), (94, 80), (62, 31), (43, 66), (113, 68), (98, 88), (54, 72), (78, 11), (95, 111), (55, 43), (51, 26), (72, 70), (3, 82), (61, 97)]
[(4, 15), (111, 4), (62, 122), (47, 115), (38, 99), (60, 51), (92, 125), (56, 50), (51, 36), (58, 77), (29, 96), (65, 54), (9, 12), (55, 42), (60, 84), (98, 73), (48, 58), (80, 50), (74, 112), (71, 119), (67, 8), (61, 96), (77, 125), (47, 120), (15, 13)]
[(37, 125), (99, 118), (60, 72), (125, 46), (16, 78), (30, 100), (1, 77), (68, 116), (99, 41), (112, 36), (18, 124), (70, 61), (68, 30), (42, 77), (78, 11), (47, 21), (116, 109), (71, 32), (120, 109), (1, 42), (18, 120), (16, 41), (30, 118), (97, 33), (70, 114)]
[(28, 42), (78, 24), (111, 20), (98, 72), (9, 103), (25, 113), (122, 50), (32, 22), (13, 99), (77, 126), (92, 50), (118, 41), (108, 67), (51, 71), (99, 92), (0, 22), (16, 117), (77, 19), (99, 52), (3, 45), (120, 82), (92, 119), (110, 14), (8, 70), (78, 11)]
[(31, 119), (46, 91), (8, 6), (103, 51), (7, 26), (27, 123), (55, 42), (84, 127), (105, 23), (90, 65), (13, 118), (110, 83), (80, 79), (51, 75), (79, 120), (109, 19), (90, 28), (62, 79), (86, 32), (107, 42), (67, 21), (17, 29), (53, 82), (77, 41), (55, 117)]
[(2, 31), (36, 3), (74, 82), (20, 42), (115, 84), (29, 3), (4, 64), (124, 4), (29, 32), (49, 7), (10, 63), (0, 20), (74, 95), (103, 74), (38, 116), (58, 27), (23, 85), (66, 61), (1, 58), (97, 78), (69, 1), (112, 116), (24, 107), (12, 23), (15, 2)]
[(11, 105), (67, 69), (10, 27), (86, 83), (101, 37), (64, 80), (15, 96), (107, 89), (42, 13), (1, 89), (9, 96), (46, 107), (81, 7), (99, 28), (53, 113), (88, 75), (3, 63), (67, 122), (20, 81), (110, 88), (63, 24), (114, 125), (118, 53), (51, 64), (69, 24)]
[(62, 60), (58, 32), (91, 124), (75, 78), (17, 74), (78, 64), (103, 46), (33, 45), (25, 15), (58, 49), (15, 124), (54, 116), (124, 113), (29, 119), (35, 90), (120, 104), (71, 91), (125, 81), (115, 13), (25, 77), (61, 108), (110, 73), (6, 59), (117, 99), (89, 25)]
[(52, 79), (26, 29), (100, 87), (12, 54), (123, 37), (109, 106), (63, 9), (26, 61), (66, 112), (53, 45), (114, 73), (116, 120), (83, 84), (125, 121), (126, 94), (14, 95), (95, 120), (109, 125), (126, 92), (10, 94), (76, 94), (35, 22), (106, 45), (57, 65), (10, 127)]
[(9, 36), (77, 85), (126, 21), (34, 17), (120, 7), (107, 73), (75, 33), (101, 81), (10, 12), (98, 11), (92, 118), (107, 104), (24, 8), (2, 99), (24, 50), (67, 80), (15, 28), (80, 42), (64, 54), (68, 55), (50, 7), (16, 22), (3, 31), (56, 73), (95, 119)]
[(11, 65), (65, 50), (22, 98), (10, 78), (27, 107), (32, 28), (25, 58), (36, 34), (56, 12), (64, 26), (120, 83), (119, 91), (103, 26), (48, 76), (12, 15), (104, 21), (104, 53), (90, 38), (2, 68), (98, 42), (118, 50), (114, 30), (116, 71), (12, 100), (29, 79)]
[(120, 89), (86, 70), (72, 34), (19, 57), (83, 19), (44, 24), (5, 89), (55, 66), (58, 89), (34, 53), (111, 123), (104, 92), (19, 72), (99, 70), (7, 27), (0, 77), (35, 81), (80, 69), (40, 124), (60, 103), (21, 54), (72, 42), (108, 95), (46, 126), (98, 35)]
[(35, 48), (112, 92), (94, 110), (36, 25), (23, 30), (60, 36), (61, 4), (52, 126), (97, 64), (93, 47), (109, 59), (104, 17), (98, 55), (19, 59), (112, 59), (56, 24), (18, 94), (51, 73), (47, 14), (101, 124), (19, 6), (56, 49), (41, 50), (106, 85), (91, 56)]
[(77, 114), (0, 75), (39, 121), (13, 66), (70, 100), (8, 63), (121, 117), (93, 59), (83, 8), (43, 101), (105, 15), (26, 30), (84, 31), (36, 60), (15, 98), (70, 61), (113, 118), (108, 91), (24, 15), (82, 78), (18, 87), (21, 63), (4, 7), (37, 69), (16, 100)]
[(83, 99), (122, 80), (105, 81), (71, 110), (50, 29), (30, 27), (92, 116), (80, 44), (1, 113), (44, 115), (6, 4), (99, 75), (42, 116), (22, 62), (10, 88), (82, 96), (10, 126), (45, 22), (13, 83), (75, 37), (98, 20), (81, 69), (103, 67), (78, 81), (68, 28)]
[(16, 58), (81, 103), (125, 48), (107, 49), (4, 112), (104, 10), (64, 89), (99, 127), (106, 119), (5, 52), (101, 8), (80, 99), (99, 94), (97, 21), (78, 116), (109, 114), (118, 72), (64, 55), (81, 62), (17, 105), (40, 50), (61, 4), (1, 34), (57, 44), (111, 93)]
[(98, 28), (8, 3), (62, 42), (6, 8), (36, 125), (106, 32), (89, 0), (55, 68), (31, 91), (123, 22), (9, 112), (41, 3), (38, 3), (125, 102), (32, 29), (66, 53), (21, 97), (120, 91), (54, 20), (49, 98), (77, 86), (84, 104), (62, 3), (11, 78), (59, 41)]
[(24, 11), (59, 98), (82, 112), (23, 11), (103, 75), (86, 40), (25, 42), (93, 111), (75, 10), (47, 99), (25, 16), (34, 83), (103, 34), (75, 26), (89, 6), (40, 8), (5, 73), (57, 45), (65, 99), (104, 86), (57, 114), (98, 1), (93, 122), (82, 78), (81, 18)]
[(44, 120), (79, 72), (67, 72), (24, 32), (106, 93), (75, 1), (91, 34), (9, 98), (81, 33), (31, 24), (1, 22), (43, 66), (55, 66), (8, 76), (24, 65), (85, 21), (118, 37), (7, 73), (101, 115), (54, 51), (11, 58), (119, 121), (86, 27), (16, 22), (62, 48)]
[(57, 7), (89, 21), (69, 112), (101, 37), (35, 11), (28, 103), (85, 99), (95, 28), (107, 23), (122, 14), (15, 77), (18, 35), (74, 61), (58, 96), (108, 5), (96, 62), (109, 5), (89, 24), (32, 48), (79, 68), (21, 121), (80, 66), (103, 59), (125, 48), (86, 66)]
[(56, 95), (84, 23), (77, 87), (68, 91), (8, 37), (12, 1), (62, 4), (43, 109), (50, 15), (53, 88), (31, 124), (100, 46), (104, 52), (2, 105), (90, 109), (49, 106), (119, 123), (46, 91), (42, 63), (11, 49), (106, 89), (47, 33), (66, 110), (78, 6), (76, 15)]
[(9, 116), (3, 111), (4, 27), (22, 13), (51, 56), (59, 117), (87, 96), (50, 94), (90, 14), (83, 19), (9, 79), (40, 94), (57, 4), (80, 7), (35, 66), (82, 12), (127, 62), (22, 77), (123, 26), (24, 106), (24, 116), (33, 53), (72, 84), (25, 92), (126, 96)]
[(34, 11), (15, 40), (7, 72), (120, 34), (116, 100), (30, 95), (34, 113), (73, 28), (51, 95), (49, 60), (127, 113), (23, 119), (35, 127), (32, 84), (32, 48), (7, 75), (85, 19), (71, 101), (126, 72), (108, 30), (5, 28), (56, 94), (116, 12), (96, 43), (40, 121)]
[(21, 74), (60, 104), (11, 122), (37, 73), (94, 77), (26, 82), (40, 36), (23, 104), (83, 26), (33, 35), (2, 101), (126, 28), (52, 41), (127, 43), (66, 75), (44, 89), (83, 110), (4, 103), (22, 95), (34, 124), (76, 117), (27, 119), (59, 26), (92, 11), (121, 90)]
[(13, 91), (13, 55), (43, 69), (115, 107), (26, 17), (71, 127), (45, 124), (90, 13), (20, 57), (51, 50), (63, 123), (127, 30), (41, 20), (104, 50), (114, 28), (57, 69), (33, 97), (12, 4), (4, 113), (69, 67), (53, 105), (93, 1), (122, 90), (64, 115), (79, 118)]
[(76, 52), (39, 51), (0, 42), (42, 106), (52, 112), (87, 67), (124, 53), (31, 40), (74, 107), (74, 123), (9, 28), (108, 15), (118, 44), (100, 116), (121, 38), (90, 99), (33, 27), (125, 116), (4, 30), (9, 45), (22, 66), (20, 123), (7, 18), (101, 4), (26, 57)]
[(50, 113), (22, 10), (33, 37), (110, 113), (0, 74), (44, 69), (23, 15), (80, 122), (81, 12), (117, 44), (78, 110), (10, 45), (86, 58), (5, 91), (34, 111), (114, 92), (57, 69), (68, 44), (82, 126), (21, 35), (84, 80), (80, 114), (70, 69), (50, 30), (78, 37)]
[(5, 111), (89, 90), (50, 54), (114, 119), (107, 36), (3, 103), (87, 117), (106, 38), (5, 108), (58, 6), (47, 60), (78, 19), (117, 33), (26, 8), (82, 122), (61, 69), (114, 46), (35, 80), (61, 38), (1, 125), (90, 76), (83, 31), (120, 50), (111, 86), (49, 7)]
[(54, 75), (107, 79), (65, 38), (95, 4), (29, 3), (84, 115), (39, 126), (77, 127), (111, 51), (120, 58), (97, 24), (105, 51), (99, 40), (16, 84), (26, 10), (85, 90), (66, 8), (62, 32), (14, 80), (46, 43), (95, 127), (57, 67), (64, 103), (43, 70), (62, 84)]
[(95, 121), (109, 62), (119, 39), (79, 31), (101, 92), (122, 72), (8, 22), (39, 118), (0, 39), (89, 10), (36, 110), (127, 83), (127, 66), (65, 4), (97, 4), (15, 122), (77, 19), (51, 81), (19, 17), (101, 55), (101, 34), (118, 7), (64, 103), (78, 5), (100, 112)]
[(72, 36), (36, 16), (96, 14), (118, 80), (89, 17), (23, 91), (29, 38), (1, 13), (30, 17), (93, 16), (44, 94), (118, 93), (12, 125), (49, 23), (9, 105), (1, 16), (104, 14), (68, 22), (1, 123), (118, 37), (50, 89), (54, 24), (66, 102), (123, 31), (77, 80)]
[(95, 55), (11, 28), (77, 76), (81, 64), (56, 63), (53, 121), (119, 4), (8, 96), (79, 84), (81, 120), (107, 125), (88, 30), (103, 65), (97, 68), (82, 46), (82, 111), (31, 101), (116, 71), (88, 12), (3, 96), (65, 19), (22, 70), (58, 92), (10, 7), (118, 123)]
[(110, 29), (11, 71), (5, 34), (107, 70), (62, 100), (74, 38), (88, 83), (95, 19), (111, 20), (15, 88), (3, 1), (99, 96), (111, 33), (93, 51), (117, 14), (13, 21), (33, 13), (105, 44), (41, 125), (67, 24), (15, 68), (61, 31), (123, 98), (113, 112), (70, 92)]
[(112, 14), (68, 60), (43, 41), (69, 122), (9, 55), (34, 117), (40, 118), (35, 110), (105, 61), (8, 11), (12, 108), (127, 74), (60, 99), (8, 50), (75, 117), (54, 15), (34, 18), (69, 118), (92, 123), (79, 11), (37, 110), (24, 41), (106, 118), (81, 0), (23, 40)]
[(113, 96), (44, 86), (97, 23), (33, 75), (2, 95), (64, 38), (92, 20), (101, 19), (89, 11), (11, 111), (11, 94), (114, 13), (127, 45), (103, 88), (107, 79), (10, 67), (44, 127), (34, 65), (99, 32), (44, 87), (20, 123), (49, 8), (33, 101), (72, 49), (116, 35)]
[(52, 30), (82, 105), (68, 75), (112, 106), (100, 70), (63, 36), (32, 75), (8, 127), (4, 48), (17, 19), (91, 22), (86, 73), (21, 15), (125, 118), (2, 7), (83, 85), (32, 94), (103, 6), (13, 27), (6, 25), (12, 74), (39, 33), (108, 26), (46, 104), (81, 93)]
[(66, 112), (86, 59), (127, 87), (124, 53), (25, 85), (1, 76), (74, 107), (22, 2), (17, 41), (1, 114), (26, 61), (6, 79), (37, 0), (18, 40), (6, 77), (107, 17), (126, 0), (79, 39), (117, 73), (36, 52), (35, 67), (28, 125), (36, 126), (94, 42), (101, 77)]
[(21, 125), (53, 105), (32, 33), (49, 50), (14, 28), (117, 84), (77, 112), (50, 70), (122, 114), (105, 30), (121, 60), (70, 32), (38, 3), (23, 43), (100, 26), (112, 99), (108, 75), (4, 3), (18, 118), (4, 69), (9, 21), (86, 114), (10, 42), (24, 1), (14, 120)]
[(64, 13), (39, 101), (69, 124), (74, 38), (14, 109), (116, 124), (21, 52), (72, 80), (37, 57), (68, 32), (2, 9), (18, 4), (12, 91), (39, 53), (81, 63), (46, 81), (0, 22), (114, 65), (110, 45), (84, 62), (93, 116), (114, 32), (57, 81), (20, 95), (126, 67)]
[(3, 84), (32, 118), (7, 113), (74, 56), (36, 110), (112, 29), (121, 58), (94, 18), (123, 39), (15, 59), (86, 1), (127, 110), (60, 102), (10, 23), (18, 120), (106, 108), (58, 107), (26, 113), (87, 57), (97, 94), (24, 35), (123, 120), (33, 6), (84, 50), (56, 35)]
[(95, 34), (32, 15), (8, 83), (110, 48), (47, 45), (69, 56), (33, 82), (122, 63), (84, 105), (3, 56), (76, 83), (82, 43), (78, 89), (24, 65), (9, 117), (60, 66), (36, 5), (63, 111), (110, 25), (37, 12), (56, 22), (114, 102), (83, 90), (56, 109), (68, 83)]
[(111, 57), (94, 112), (66, 20), (57, 34), (55, 110), (27, 81), (90, 9), (35, 10), (7, 83), (86, 5), (115, 22), (117, 2), (97, 71), (113, 88), (77, 109), (46, 27), (38, 87), (51, 76), (30, 110), (63, 31), (84, 117), (51, 121), (19, 10), (102, 61), (45, 113)]
[(92, 52), (33, 86), (68, 44), (69, 25), (76, 86), (115, 62), (53, 48), (33, 11), (46, 48), (103, 46), (22, 53), (39, 78), (60, 81), (36, 18), (86, 31), (80, 106), (50, 85), (65, 88), (43, 38), (107, 10), (25, 123), (17, 14), (101, 97), (100, 63), (66, 87)]
[(0, 69), (126, 5), (46, 87), (125, 98), (46, 40), (84, 30), (120, 52), (96, 116), (49, 105), (112, 119), (78, 66), (109, 80), (117, 1), (111, 59), (42, 70), (86, 99), (75, 94), (115, 19), (114, 123), (23, 27), (62, 73), (64, 57), (75, 105), (41, 74), (43, 33)]
[(37, 74), (108, 64), (56, 4), (63, 115), (49, 33), (48, 34), (123, 78), (9, 84), (65, 17), (83, 12), (77, 92), (89, 118), (108, 3), (82, 102), (52, 103), (22, 75), (39, 86), (11, 72), (61, 84), (13, 77), (69, 86), (4, 10), (48, 105), (45, 41), (47, 41)]
[(17, 84), (18, 108), (32, 120), (84, 71), (45, 49), (109, 43), (56, 116), (29, 48), (59, 57), (31, 28), (46, 42), (80, 18), (98, 92), (31, 82), (52, 26), (21, 102), (94, 112), (26, 66), (67, 57), (62, 45), (59, 95), (105, 84), (10, 99), (12, 113), (113, 26)]
[(59, 125), (114, 40), (109, 27), (89, 60), (79, 5), (89, 68), (91, 106), (113, 74), (18, 113), (16, 82), (34, 51), (15, 37), (58, 57), (24, 103), (53, 88), (70, 18), (91, 49), (113, 124), (32, 72), (87, 9), (80, 23), (61, 100), (94, 117), (48, 108), (17, 70)]
[(89, 55), (82, 65), (112, 18), (105, 5), (12, 64), (102, 126), (43, 104), (6, 121), (51, 83), (121, 23), (35, 37), (117, 84), (35, 26), (99, 54), (24, 51), (68, 85), (111, 66), (117, 110), (25, 112), (69, 111), (28, 11), (65, 56), (101, 124), (62, 91), (32, 78)]
[(4, 27), (111, 43), (1, 64), (11, 61), (0, 115), (124, 69), (49, 46), (100, 53), (127, 61), (111, 75), (65, 69), (26, 22), (76, 62), (84, 81), (118, 60), (47, 103), (29, 114), (47, 51), (93, 103), (76, 51), (91, 41), (18, 2), (22, 126), (10, 0), (103, 75)]
[(117, 97), (118, 91), (48, 42), (120, 81), (14, 109), (42, 6), (31, 60), (76, 54), (28, 15), (71, 73), (46, 67), (15, 82), (27, 49), (37, 67), (88, 51), (48, 80), (126, 79), (41, 71), (27, 83), (127, 9), (25, 38), (105, 122), (73, 51), (98, 114), (24, 37)]
[(14, 19), (17, 42), (110, 24), (15, 60), (21, 103), (16, 95), (32, 72), (127, 56), (47, 32), (98, 126), (64, 127), (0, 14), (115, 102), (101, 13), (96, 65), (124, 47), (8, 15), (55, 26), (39, 126), (106, 113), (17, 85), (1, 101), (45, 70), (20, 97), (62, 57)]
[(49, 33), (14, 87), (113, 101), (61, 18), (42, 18), (10, 115), (21, 79), (87, 45), (109, 24), (74, 33), (47, 46), (103, 25), (103, 36), (108, 9), (28, 20), (66, 120), (2, 102), (108, 3), (17, 106), (117, 3), (31, 119), (105, 92), (101, 80), (40, 99), (64, 71)]
[(91, 114), (11, 50), (12, 62), (58, 12), (112, 121), (19, 59), (67, 46), (111, 12), (82, 106), (99, 60), (112, 85), (60, 114), (110, 70), (28, 45), (45, 24), (120, 97), (96, 64), (83, 10), (93, 127), (70, 2), (122, 60), (86, 113), (9, 92), (11, 105), (116, 28)]
[(28, 86), (39, 23), (12, 66), (44, 11), (119, 63), (86, 120), (9, 94), (114, 75), (64, 60), (24, 87), (107, 103), (4, 35), (24, 111), (60, 14), (60, 68), (96, 21), (94, 77), (110, 47), (113, 75), (43, 16), (36, 3), (75, 115), (127, 73), (87, 30), (112, 42)]
[(69, 85), (115, 49), (58, 54), (92, 53), (30, 91), (99, 33), (20, 85), (82, 71), (46, 23), (76, 104), (113, 23), (38, 56), (54, 106), (76, 58), (105, 65), (60, 87), (47, 25), (92, 114), (60, 12), (12, 9), (113, 10), (120, 78), (48, 8), (53, 58), (108, 58)]
[(75, 91), (65, 36), (3, 0), (20, 29), (53, 54), (82, 108), (76, 102), (35, 67), (76, 90), (85, 113), (21, 108), (73, 71), (115, 44), (40, 30), (61, 19), (43, 111), (32, 59), (70, 86), (69, 18), (118, 16), (81, 68), (122, 114), (72, 113), (86, 38), (66, 48)]
[(35, 67), (72, 55), (56, 17), (40, 71), (29, 50), (82, 119), (35, 76), (110, 84), (24, 29), (11, 86), (88, 60), (58, 62), (17, 107), (107, 1), (32, 31), (27, 79), (90, 26), (81, 47), (98, 101), (96, 43), (77, 13), (98, 48), (28, 54), (36, 103), (117, 121)]
